COUNTY,RollNo,SCHOOL NAME,ADDRESS LINE 1,ADDRESS LINE 2,0-9,10-19,20-24,25-29,30-34,35-39,40and over,Total Pupils,Walking admin principal,Full-time equivalent mainstream class teachers,Other teachers full-time,Other teachers part-time,,,,,
LIMERICK COUNTY,18708U,S N CILL LACHTAIN,NEWCASTLEWEST,CO LIMERICK,,16,,55,30,,,101,0,4,1,0,,,,,
LIMERICK COUNTY,18717V,S N CIARAIN,CILLFIOBHNAI,ATH DARA,,15,41,,,,,56,0,3,0,0,,,,,
LIMERICK COUNTY,19272O,SN NAOMH IOSEF,BALLYBROWN,CLARINA,,,88,27,128,,,243,1,9,4,0,,,,,
LIMERICK COUNTY,19323F,S N BEAL ATHA GREAN,KILMALLOCK,CO LIMERICK,,31,44,29,,,,104,0,5,2,0,,,,,
LIMERICK COUNTY,19336O,SCOIL PHOIL NAOFA,DOORADOYLE,LIMERICK,,,24,548,90,,,662,1,24,9,0,,,,,
LIMERICK COUNTY,19800N,MILFORD GRANGE N SCHOOL,MILFORD,CASTLETROY,,,128,,375,,,503,1,18,5,0,,,,,
LIMERICK COUNTY,19883U,GAELSCOIL O DOGHAIR,CAISLEAN NUA THIAR,CO LUIMNIGH,,,111,28,93,,,232,1,9,4,0,,,,,
LIMERICK COUNTY,19952N,HOSPITAL NS,HOSPITAL,CO LIMERICK,,,86,29,64,,,179,0,7,3,2,,,,,
LIMERICK COUNTY,19966B,ST JOSEPHS,DRUMCOLLOGHER,CHARLEVILLE,,,46,55,,,,101,1,4,1,0,,,,,
LIMERICK COUNTY,20094A,SCOIL CHRIOST AN SLANAITHEOIR,BAILE AN GHARRAI,CO LUIMNIGH,,,24,135,,,,159,0,6,4,0,,,,,
LIMERICK COUNTY,20102T,ST FERGUS PRIMARY SCHOOL,GLIN,CO LIMERICK,,,24,53,31,,,108,0,4,3,0,,,,,
LIMERICK COUNTY,20133H,SCOIL DEAN CUSSEN,BRU NA NDEISE,CO LUIMNIGH,,,42,106,153,,,301,1,11,2,1,,,,,
LIMERICK COUNTY,20148U,GAELSCOIL CHALADH AN TREOIGH,CHALADH AN TREOIGH,LUIMNEACH,,,,136,93,,,229,1,8,2,0,,,,,
LIMERICK COUNTY,20175A,LIMERICK CITY EAST EDUCATE TOGETHER,Mungret College,Mungret,,,62,29,33,,,124,0,5,4,0,,,,,
LIMERICK COUNTY,20193C,SCOIL MOCHEALLÓG,KILMALLOCK,CO LIMERICK,,17,91,78,95,,,281,1,11,6,0,,,,,
LIMERICK COUNTY,20233L,SCOIL CHAITRÍONA,CAPPAMORE,CO LIMERICK,,30,,51,,,,81,0,4,1,1,,,,,
LONGFORD,00856M,SCOIL NAOMH MICHEAL,LONGFORD,CO LONGFORD,,51,65,27,30,,,173,1,8,3,0,,,,,
LONGFORD,00860D,FORGNEY N S,MOYVORE,CO WESTMEATH,,15,,26,,,,41,0,2,0,0,,,,,
LONGFORD,05115S,S N AN LEANA MOR,AN LEANA MOR,CO LONGFORD,,19,23,25,,,,67,0,3,1,1,,,,,
LONGFORD,07518E,S N CNOC AN MHARCAIGH,CNOC AN MHARCAIGH,LONGFORD,,,,136,93,,,229,1,8,4,0,,,,,
LONGFORD,10223C,TASHINNY N S,TASHINNY,COLEHILL,,11,20,,,,,31,0,2,0,0,,,,,
LONGFORD,12136R,SCOIL BHRÍDE,GLEN,EDGEWORTHSTOWN,,49,,,,,,49,0,3,1,0,,,,,
LONGFORD,12683A,LONGFORD MIXED N S,BATTERY RD,LONGFORD,,15,46,,,,,61,0,3,0,0,,,,,
LONGFORD,12736S,NAOMH GUASACHTA N S,BUNLAHY,BALLINALEE,,30,20,,,,,50,0,3,0,1,,,,,
LONGFORD,12813K,ST COLUMBAS MXD N S,CLOONAGH,DRING,,17,22,,,,,39,0,2,0,0,,,,,
LONGFORD,13313S,"St. John's National School,",Ballinalee Road,EDGEWORTHSTOWN,8,14,,,,,,22,0,2,0,0,,,,,
LONGFORD,13320P,FERMOYLE MIXED N S,FERMOYLE,LANESBORO,,,44,25,31,,,100,0,4,1,0,,,,,
LONGFORD,13752V,NAOMH PADRAIG N S,MUCKERSTAFF,COOLARTY,,17,23,,,,,40,0,2,0,0,,,,,
LONGFORD,14049J,WHITEHALL N S,TARMONBARRY,LONGFORD,,,23,27,32,,,82,0,3,1,1,,,,,
LONGFORD,14300O,KILLASONNA MIXED N S,KILLASONNA,GRANARD,,30,20,,,,,50,0,3,1,0,,,,,
LONGFORD,14386E,STONEPARK N S,STONEPARK,LONGFORD,,,,84,159,,,243,1,8,4,0,,,,,
LONGFORD,14650S,CLOONTAGH MIXED N S,CLOONTAGH,KILLASHEE,,28,,,,,,28,0,2,0,0,,,,,
LONGFORD,14672F,COLEHILL MIXED N S,COLEHILL,LONGFORD,,38,46,76,,,,160,0,7,1,1,,,,,
LONGFORD,15122V,ST BERNARDS MIXED N S,ABBEYLARA,LONGFORD,,31,20,,,,,51,0,3,2,1,,,,,
LONGFORD,15154L,NAOMH DOMINIC N S,CAONACH,LONGPHORT,,,68,52,,,,120,0,5,1,0,,,,,
LONGFORD,16665S,ST MARYS MIXED N S,DRUMLISH,LONGFORD,,,41,57,33,35,,166,0,6,2,0,,,,,
LONGFORD,17561L,SAMHTHANN N S,BALLINALEE,LONGFORD,,,65,54,33,,,152,0,6,2,1,,,,,
LONGFORD,17644P,SCOIL MHUIRE,AUGHNAGARRON,GRANARD,,18,45,29,,,,92,0,4,1,0,,,,,
LONGFORD,17724N,BAILE AN CLOCHAIN N S,BALLYCLOGHAN,CARRAIG BHUIDHE,12,,,,,,,12,0,2,0,0,,,,,
LONGFORD,18178R,ST JOSEPHS CONVENT,LONGFORD,CO LONGFORD,,196,170,,,,,366,1,19,5,0,,,,,
LONGFORD,18258P,NAOMH EARNAIN N S,KILASHEE,LONGFORD,,,44,,,,,44,0,2,0,0,,,,,
LONGFORD,18259R,Lanesborough Primary School,Scoil Mhuire gan Smál,Lanesborough,,,22,55,,,,77,0,3,1,0,,,,,
LONGFORD,18733T,S N MHUIRE,CLUAIN DE RATH,CO LONGPHORT,,51,,,,,,51,0,3,1,1,,,,,
LONGFORD,19171I,S N NAOMH MHUIRE,BAILE NUA AN CHAISIL,CO LONGPHORT,,,21,55,,,,76,0,3,1,1,,,,,
LONGFORD,19279F,S N NAOMH TREASA,CLONTUMPHER,BALLINALEE,,56,21,29,155,,,261,1,10,3,1,,,,,
LONGFORD,19296F,S N NAOMH COLMCILLE,AUGHNACLIFFE,CO LONGFORD,,33,,82,30,,,145,0,6,1,0,,,,,
LONGFORD,19353O,ST PATRICKS NS LONGFORD,DROMARD,MOYNE,,17,,81,,,,98,0,4,1,1,,,,,
LONGFORD,19467G,SAINT MELS,SAINT MELS,ARDAGH,,,24,80,61,,,165,0,6,2,0,,,,,
LONGFORD,19753H,ST EMERS,ST EMERS,TEMPLEMICHAEL,,,,161,60,,,221,1,8,6,0,,,,,
LONGFORD,19975C,ST PATRICKS,BALLINAMUCK,CO LONGFORD,,19,21,52,,,,92,0,4,2,0,,,,,
LONGFORD,19987J,SCOIL MHUIRE N S,NEWTOWNFORBES,CO LONGFORD,,,,106,181,35,,322,1,11,3,1,,,,,
LONGFORD,20083S,GAELSCOIL AN LONGFOIRT,FEARANN UÍ DHUAGÁIN,LONGFORT,,,89,54,63,,,206,1,8,1,1,,,,,
LONGFORD,20101R,THE SACRED HEART PRIMARY N.S.,GRANARD,CO LONGFORD,,53,47,26,,,,126,1,6,2,0,,,,,
LONGFORD,20124G,ST MARYSN.S,EDGEWORTHSTOWN,EDGEWORTHSTOWN,,56,,255,150,,,461,1,17,8,0,,,,,
LONGFORD,20128O,ST MATTHEWS MIXED N.S,BALLYMAHON,CO LONGFORD,,,93,108,33,,,234,1,9,3,0,,,,,
LOUTH,00851C,PRESENTATION CONVENT,BALLYMAKENNY ROAD,DROGHEDA,,,44,238,91,,,373,1,14,4,0,,,,,
LOUTH,01434O,S N COLUMCILLE,TULLYDONNELL,TOGHER,,18,45,79,31,,,173,0,7,1,0,,,,,
