COUNTY,RollNo,SCHOOL NAME,ADDRESS LINE 1,ADDRESS LINE 2,0-9,10-19,20-24,25-29,30-34,35-39,40and over,Total Pupils,Walking admin principal,Full-time equivalent mainstream class teachers,Other teachers full-time,Other teachers part-time,,,,,
GALWAY CITY,19401W,S N CAITRIONA SOIS,RENMORE,CO GALWAY,,216,150,,,,,366,1,19,9,0,,,,,
GALWAY CITY,19468I,SN CAITRIONA SINSEAR,SN CAITRIONA SINSEAR,RENMORE,,,199,183,,,,382,1,16,9,0,,,,,
GALWAY CITY,19795A,TIRELLAN HEIGHTS N S,HEADFORD ROAD,GALWAY,,45,251,126,65,,,487,1,21,12,0,,,,,
GALWAY CITY,19858V,GAELSCOIL DARA,BÓTHAR BHAILE AN LOCHÁIN,AN RINN MHÓR,,,,215,155,,,370,1,13,4,0,,,,,
GALWAY CITY,19994G,GAELSCOIL MHIC AMHLAIGH,"AN COIMIN MOR,","CNOC NA CATHRACH,",,,62,254,121,,,437,1,16,4,0,,,,,
GALWAY CITY,20000L,GALWAY EDUCATE TOGETHER N.S.,THOMAS HYNES RD,NEWCASTLE,,,23,191,,,,214,1,8,6,0,,,,,
GALWAY CITY,20108I,"St. John the Apostle, Knocknacarra ",Western Distributor Road,Galway,,,22,300,,,,322,1,12,12,0,,,,,
GALWAY CITY,20350P,Merlin Woods Primary School,Doughiska Road,Doughiska,,36,20,,,,,56,0,3,1,0,,,,,
GALWAY COUNTY,01000E,ESKER N S,ATHENRY,CO GALWAY,,18,,85,,,,103,0,4,1,0,,,,,
GALWAY COUNTY,01328P,KILTORMER N S,BALLINASLOE,CO GALWAY,,31,20,,,,,51,0,3,2,0,,,,,
GALWAY COUNTY,03607G,S N AINDREIS NAOFA,LIATHDRUIM COILL BREAC,BAILE LOCHA RIACH,,,,26,98,,,124,0,4,2,0,,,,,
GALWAY COUNTY,04506F,SCOIL NA NGASUR,SCOIL NA NGASUR,UARAN MOR,,15,47,165,33,,,260,1,10,3,1,,,,,
GALWAY COUNTY,05754G,S N CREACHMHAOIL,CRAUGHWELL,CO GALWAY,,,143,52,65,36,,296,1,11,4,0,,,,,
GALWAY COUNTY,06044D,S N CILL CUILE,LOUGHREA,CO GALWAY,,,65,29,,,,94,0,4,2,0,,,,,
GALWAY COUNTY,06489S,S N AN TSAILEAIN,TUAM,CO GALWAY,,,44,26,,,,70,0,3,1,1,,,,,
GALWAY COUNTY,07455G,SCOIL MHUIRE GAN SMAL,BALLYGAR,CO ROSCOMMON,,33,48,,,,,81,0,4,1,1,,,,,
GALWAY COUNTY,07551C,BALLINDERREEN MXD N S,BALLINDERREEN,KILCOLGAN,,,68,57,30,,,155,0,6,2,1,,,,,
GALWAY COUNTY,08379V,GORTANUMERA N S,BALLYSHRULE,BALLINASLOE,,27,20,,,,,47,0,3,0,0,,,,,
GALWAY COUNTY,08446K,SN TULLACH UI CHADHAIN,MAIGH CUILINN,CO NA GAILLIMHE,,19,,25,32,,,76,0,3,1,0,,,,,
GALWAY COUNTY,08512U,IOMAIR N S,KILLIMOR,BALLINASLOE,,,22,52,,35,,109,0,4,2,1,,,,,
GALWAY COUNTY,08958O,S N AN EANAIGH CAILINI,BALLYGLUNIN,CO GALWAY,,18,24,,,,,42,0,2,0,0,,,,,
GALWAY COUNTY,09069L,S N AN BHAIN MHOIR,CLAREGALWAY,GALWAY,,19,23,112,,,,154,0,6,2,0,,,,,
GALWAY COUNTY,09833W,S N LEITIRGEIS,LEITIRGEIS N S,RINN AN MHAOIL,7,11,,,,,,18,0,2,1,0,,,,,
GALWAY COUNTY,10095T,S N NAOMH TREASA,KILLURE,AHASCRAGH,,23,,,,,,23,0,2,1,0,,,,,
GALWAY COUNTY,10591I,S N AN ARD MHOIR,CARNA,CONAMARA,,49,,,,,,49,0,3,1,0,,,,,
GALWAY COUNTY,10675O,BALLYMANA N S,CRAUGHWELL,CO GALWAY,,,23,112,,,,135,0,5,1,0,,,,,
GALWAY COUNTY,10863P,S N NA COILLE GLAISE,AHASCRAGH,BALLINASLOE,,13,23,28,,,,64,0,3,1,0,,,,,
GALWAY COUNTY,11261P,SCOIL MHUIRE,AN TUAIRIN,BEAL AN DAINGIN,,34,44,,,,,78,0,4,2,0,,,,,
GALWAY COUNTY,11290W,S N MUIRE GAN SMAL,CAMAS,CO NA GAILLIMHE,,27,,,,,,27,0,2,0,0,,,,,
GALWAY COUNTY,11373D,S N MHUIRE,TURLACH BEAG,ROSMUC,,29,,,,,,29,0,2,1,0,,,,,
GALWAY COUNTY,11669B,S N NAOMH BRID,NEAD AN IOLRAIDH,RENVYLE,,17,22,,,,,39,0,2,1,0,,,,,
GALWAY COUNTY,11675T,S N AN EANAIGH B,BALLYGLUNIN,CO GALWAY,,,61,,,,,61,0,3,0,0,,,,,
GALWAY COUNTY,12095G,S N NAOMH ANTOINE,BAILE CHONRAOI,AN CLOCHAN,,35,,,,,,35,0,2,0,0,,,,,
GALWAY COUNTY,12106I,S N NAOMH PADRAIG,AN CHLOCH BHREAC,CLONBUR,9,18,,,,,,27,0,2,0,1,,,,,
GALWAY COUNTY,12138V,S N CEATHRU NA LAITHIGH,TUAM,CO GALWAY,,26,,,,,,26,0,2,0,0,,,,,
GALWAY COUNTY,12250P,SCOIL MHUIRE PRIMARY SCH,DUBLIN RD,TUAM,,99,43,26,,,,168,1,9,6,1,,,,,
GALWAY COUNTY,12339I,S N INIS MEADHOIN,ARAINN,CO. NA GAILLIMHE,6,,,,,,,6,0,2,0,1,,,,,
GALWAY COUNTY,12502Q,S N EANNA,ROUNDSTONE,CO GALWAY,,33,,,,,,33,0,2,0,0,,,,,
GALWAY COUNTY,12574S,LURGA N S,GORT,CO GALWAY,,,24,25,,,,49,0,2,0,0,,,,,
GALWAY COUNTY,12606F,CRUMLIN N S,BALLYGLUNIN,CO GALWAY,,35,,54,,,,89,0,4,1,0,,,,,
GALWAY COUNTY,12706J,SN SAILEARNA,INDREABHAN,CO NA GAILLIMHE,,36,68,54,,,,158,1,7,3,0,,,,,
GALWAY COUNTY,12782C,BUNSCOIL NAOMH CHUANA,KILCOONA,HEADFORD,,18,71,58,,,,147,0,6,2,0,,,,,
GALWAY COUNTY,12946G,S N COILM CILLE,ROS-A-MHIL,BAILE NA HABHANN,,15,23,,,,,38,0,2,1,0,,,,,
GALWAY COUNTY,12954F,S N BHRIDE,TURLOUGHMORE,CO GALWAY,,,46,108,31,,,185,1,7,1,0,,,,,
GALWAY COUNTY,13208V,GORT CONVENT,GORT,CO GALWAY,,,65,53,,39,,157,1,6,4,0,,,,,
GALWAY COUNTY,13365O,SCOIL MHUIRE,ORANMORE,CO GALWAY,,,21,184,191,36,,432,1,15,8,0,,,,,
GALWAY COUNTY,13415D,SN TUAIRINI,MAIGH CUILLIN,CO NA GAILLIMHE,,19,46,,30,,,95,0,4,2,2,,,,,
GALWAY COUNTY,13621G,S N MUIRE,LETTERFRACK,CO GALWAY,,,,77,,,,77,0,3,1,0,,,,,
GALWAY COUNTY,13665D,S N AN CILLIN,BALLYSHRULE,BALLINASLOE,9,19,,,,,,28,0,2,0,0,,,,,
GALWAY COUNTY,13686L,S N NAOMH IOSEF,CONG,CO MAYO,,,42,29,31,,,102,0,4,1,0,,,,,
GALWAY COUNTY,13699U,S N COLMCILLE,LETTERMORE,CO GALWAY,,14,20,,,,,34,0,2,1,0,,,,,
GALWAY COUNTY,13821O,S N NA NAOMH UILE,CLEGGAN,CO GALWAY,,33,,,,,,33,0,2,0,1,,,,,
GALWAY COUNTY,13927H,INISHBOFIN N S,INISHBOFIN,CO GALWAY,15,,,,,,,15,0,2,0,1,,,,,
GALWAY COUNTY,13951E,S N LEITIR MUCU,CAMAS,CO NA GAILLIMHE,14,,,,,,,14,0,2,0,0,,,,,
GALWAY COUNTY,13952G,S N BHRIDE,LEITIR CALADH,LETTERMORE,4,15,,,,,,19,0,2,0,0,,,,,
GALWAY COUNTY,14031N,CARNAIN N.S.,ATHENRY,CO GALWAY,,34,,52,,,,86,0,4,2,0,,,,,
GALWAY COUNTY,14273O,S N PADRAIG NAOFA,LISIN NA HEILTE,BOYOUNAGH,,29,,,,,,29,0,2,1,0,,,,,
GALWAY COUNTY,14278B,SCOIL NAOMH PADRAIG,KNOCKROON,HEADFORD,,,20,,31,,,51,0,2,1,0,,,,,
GALWAY COUNTY,14294W,BRIERFIELD N SCHOOL,TUAM,CO GALWAY,,19,42,,34,,,95,0,4,2,0,,,,,
GALWAY COUNTY,14377D,S N CILL CONAILL,CILL CONAILL,BEAL ATHA NA SLUAGH,,37,45,,,,,82,0,4,4,0,,,,,
GALWAY COUNTY,14383V,S N PADRAIG NAOFA,BEALACH LIATH,BEAL ATHA GARTA,,,72,29,,,,101,0,4,0,0,,,,,
GALWAY COUNTY,14394D,S N CILL FHEICIN,GORT INSE GUAIRE,CO NA GAILLIMHE,,35,20,,,,,55,0,3,0,0,,,,,
GALWAY COUNTY,14420B,S N NAOMH PADRAIG,TULLY,RENVYLE,,,44,,,,,44,0,2,0,0,,,,,
GALWAY COUNTY,14421D,S N ARD,AIRD THIAR,CARNA,,27,,,,,,27,0,2,0,0,,,,,
GALWAY COUNTY,14425L,S N DOIRE UI BHRIAIN,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,4,13,,,,,,17,0,2,0,0,,,,,
GALWAY COUNTY,14448A,CLOUGHANOWER N S,ATH CHINN,CO GALWAY,,,23,53,,,,76,0,3,1,1,,,,,
GALWAY COUNTY,14590D,AINBHTHIN NAOFA,ROSSCAHILL,CO GALWAY,,28,45,54,127,,,254,1,10,3,1,,,,,
GALWAY COUNTY,14642T,S N MHUIRE,BAILE GLAS,ARD RATHAIN,,,22,25,32,,,79,0,3,2,0,,,,,
GALWAY COUNTY,14712O,SN AN FHAIRCE,CLAR CHLAINNE MHUIRIS,CO MHAIGH EO,,45,,,,,,45,0,3,1,0,,,,,
GALWAY COUNTY,14724V,SCOIL RONAIN,OILEAN TRA BHAN,LEITIR MOR,,33,,,,,,33,0,2,0,0,,,,,
GALWAY COUNTY,15027E,S N NA HEAGLAISE,ATHA EASCRACH,BEAL ATHA NA SLUAGH,,52,,,,,,52,0,3,1,0,,,,,
GALWAY COUNTY,15071H,S N CILLINI DIOMA,LOUGHREA,CO GALWAY,,,66,52,,,,118,0,5,1,0,,,,,
GALWAY COUNTY,15228O,S N PADRAIG NAOFA,CORR GHARRA,MOUNTBELLEW BALLINASLOE,8,14,,,,,,22,0,2,0,0,,,,,
GALWAY COUNTY,15331H,S N BAILE NUA,MAIGH CHUILINN,CO NA GAILLIMHE,,,90,,,,,90,0,4,0,0,,,,,
GALWAY COUNTY,15475I,KILCONLY N S,KILCONLY,TUAM,,19,22,55,,,,96,0,4,1,1,,,,,
GALWAY COUNTY,15523Q,S N NAOMH IOSEF,BOTHAR AN CHLOCHAIR,CINN MHARA,,,22,54,186,,,262,1,9,4,0,,,,,
GALWAY COUNTY,15796F,S N COR AN DROMA,CLAREGALWAY,CO GALWAY,,18,44,25,,,,87,0,4,2,0,,,,,
GALWAY COUNTY,15835M,ST BRENDANS N S,LOUGHREA,CO GALWAY,,,24,81,63,,,168,1,6,3,1,,,,,
GALWAY COUNTY,15900U,THE GLEBE N.S.,AUGHRIM,BALLINASLOE,5,,,,,,,5,0,1,0,1,,,,,
GALWAY COUNTY,15958F,ST. JOSEPHS N.S.,WOODFORD,CO GALWAY,,,23,80,,,,103,0,4,2,0,,,,,
GALWAY COUNTY,15997P,ST BRENDAN'S N.S.,THE SQUARE,EYRECOURT,,18,44,26,,,,88,0,4,2,0,,,,,
GALWAY COUNTY,16071M,SCOIL CHROI NAOFA,ATHENRY,CO GALWAY,,,22,191,61,,,274,1,10,5,0,,,,,
GALWAY COUNTY,16091S,GORT INSE GUAIRE B N S,GORT INSE GUAIRE,GORT,,37,20,,,,,57,0,3,2,0,,,,,
GALWAY COUNTY,16121B,ATTYMON N S,ATTYMON,ATHENRY,,,43,,,,,43,0,2,1,0,,,,,
GALWAY COUNTY,16293H,S N CILL RICHILL,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,,34,,,,,,34,0,2,1,0,,,,,
GALWAY COUNTY,16410I,BALLINDERRY N S,CUMMER,TUAM,,16,22,25,63,,,126,0,5,2,0,,,,,
GALWAY COUNTY,16464I,CASTLEBLAKENEY N S,CASTLEBLAKENEY,CO GALWAY,,38,23,,,,,61,0,3,1,0,,,,,
GALWAY COUNTY,16596C,ST FEICHINS N SCHOOL,ABBEY,LOUGHREA,,29,,,,,,29,0,2,0,0,,,,,
GALWAY COUNTY,16762Q,S N IDE NAOFA,LOUGHREA,CO GALWAY,,19,89,157,30,,,295,1,12,5,1,,,,,
GALWAY COUNTY,16804G,SN CHLAIR NA GAILLIMHE,BAILE CLAR NA GAILLIMHE,CO NA GAILLIMHE,,,82,105,162,,,349,1,13,4,0,,,,,
GALWAY COUNTY,16857E,S N NAOMH UINSEANN,COOLARNE,TURLOUGHMORE,,19,41,26,,,,86,0,4,2,0,,,,,
GALWAY COUNTY,16936A,S N NAOMH PADRAIG,CREAGMORE,BAILE CLAR NA GAILLIMHE,,,44,130,67,,,241,1,9,3,0,,,,,
GALWAY COUNTY,16982H,S N ATH EASCRACH CHUAIN,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,8,,,,,,,8,0,1,1,0,,,,,
GALWAY COUNTY,17007I,S N ARD RAITHIN,ARD RAITHIN,GAILLIMH,,,44,29,31,,,104,0,4,1,0,,,,,
GALWAY COUNTY,17051L,S N NA FUAR COILLEADH,CRAUGHWELL,CO GALWAY,,15,42,,30,,,87,0,4,1,0,,,,,
GALWAY COUNTY,17071R,S N BAILE A MHOININ,DROICHEAD,BEIL AN ATHA MHOIR,,14,,25,,,,39,0,2,0,2,,,,,
GALWAY COUNTY,17095I,S N NA CEALLTRAIGHE,KINCLARE,CEALLTRACH BALLINASLOE,,,20,,30,,,50,0,2,1,0,,,,,
GALWAY COUNTY,17118R,S N NAOMH FHURSA,CLARAIN,ODHAR PO,,,23,56,64,,,143,0,5,2,1,,,,,
GALWAY COUNTY,17154V,S N BREANDAIN NAOFA,MULLAGH GORT UI MHAIDIN,BAILE LOCHA RIABHACH,,15,21,,,,,36,0,2,2,0,,,,,
GALWAY COUNTY,17170T,BAILE MOR SIOL ANMCADHA,LAURENCETOWN,BALLINASLOE,,14,45,,,,,59,0,3,1,0,,,,,
GALWAY COUNTY,17197Q,S N AN LEATH BHAILE,TUAIM,CO NA GAILLIMHE,,19,22,26,,,,67,0,3,2,0,,,,,
GALWAY COUNTY,17198S,S N MUIRE GAN SMAL,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,,,42,249,129,,,420,1,15,8,0,,,,,
GALWAY COUNTY,17207Q,S N DOMHNACH PADRAIG,CATHAIR LOISGREAIN,CO NA GAILLIMHE,,19,23,57,,,,99,0,4,1,0,,,,,
